time[sec] pos_L_1[m] pos_L_2[m] pos_L_3[m] phi[deg] theta[deg] psi[deg] thrust[N] 
2.2925000000000000e+000 3.6583977504505299e+002 6.1479164250133920e+000 1.5698319647547407e+000 -2.9350946720737941e+001 7.0928627527688071e-001 2.8283640420164984e+000 0.0000000000000000e+000 
2.2949999999999999e+000 3.6639956860827004e+002 6.1126952815183415e+000 1.5604530485646535e+000 -2.9688159132873800e+001 7.1038061798446406e-001 2.8096640661633994e+000 0.0000000000000000e+000 
2.2974999999999999e+000 3.6695928357719617e+002 6.0775379521906387e+000 1.5511225217945253e+000 -3.0022742671148549e+001 7.1104567265780261e-001 2.7908862407523896e+000 0.0000000000000000e+000 
2.2999999999999998e+000 3.6751891997290545e+002 6.0424449808187717e+000 1.5418397077812926e+000 -3.0354939450668923e+001 7.1133703452792996e-001 2.7720304179390114e+000 0.0000000000000000e+000 
2.3025000000000002e+000 3.6807847777863401e+002 6.0074164859544794e+000 1.5326033232346390e+000 -3.0684961814927380e+001 7.1136314783622356e-001 2.7530486008614807e+000 0.0000000000000000e+000 
2.3050000000000002e+000 3.6863795706535694e+002 5.9724534160222902e+000 1.5234135837997940e+000 -3.1012939342485708e+001 7.1110612693564423e-001 2.7339729482239012e+000 0.0000000000000000e+000 
2.3075000000000001e+000 3.6919735789065840e+002 5.9375566984569872e+000 1.5142705511899806e+000 -3.1339011506830669e+001 7.1057461147689427e-001 2.7148286277026683e+000 0.0000000000000000e+000 
2.3100000000000001e+000 3.6975668026737560e+002 5.9027272855559261e+000 1.5051745724438774e+000 -3.1664938875773732e+001 7.0970669503984185e-001 2.6956599329712874e+000 0.0000000000000000e+000 
2.3125000000000000e+000 3.7031592419097734e+002 5.8679654781010271e+000 1.4961246435075850e+000 -3.1990960483788722e+001 7.0858736902782316e-001 2.6764280036646770e+000 0.0000000000000000e+000 
2.3149999999999999e+000 3.7087508960801102e+002 5.8332707983626193e+000 1.4871179556205050e+000 -3.2318064058622859e+001 7.0742489520067708e-001 2.6570982427082344e+000 0.0000000000000000e+000 
2.3174999999999999e+000 3.7143417655167065e+002 5.7986438493135779e+000 1.4781542208714029e+000 -3.2646577050711151e+001 7.0622102142579757e-001 2.6376728841102857e+000 0.0000000000000000e+000 
2.3199999999999998e+000 3.7199318504780160e+002 5.7640851190546414e+000 1.4692328616140742e+000 -3.2976770959084618e+001 7.0502481963361996e-001 2.6181313540150373e+000 0.0000000000000000e+000 
2.3224999999999998e+000 3.7255211513013023e+002 5.7295949194564173e+000 1.4603527285165399e+000 -3.3308963566230382e+001 7.0392433101163465e-001 2.5984592611681365e+000 0.0000000000000000e+000 
2.3250000000000002e+000 3.7311096685986490e+002 5.6951743453510346e+000 1.4515142292734140e+000 -3.3643123433159879e+001 7.0289372824386809e-001 2.5786783717885529e+000 0.0000000000000000e+000 
2.3275000000000001e+000 3.7366974028940979e+002 5.6608244008986617e+000 1.4427176252608547e+000 -3.3979099349350285e+001 7.0191881033781289e-001 2.5587936828428481e+000 0.0000000000000000e+000 
2.3300000000000001e+000 3.7422843544987290e+002 5.6265457949828033e+000 1.4339626089967226e+000 -3.4316732427084332e+001 7.0100520897000429e-001 2.5388081139260099e+000 0.0000000000000000e+000 
2.3325000000000000e+000 3.7478705241273428e+002 5.5923395956347690e+000 1.4252494843688339e+000 -3.4655758881430863e+001 7.0010660287184434e-001 2.5187475254214937e+000 0.0000000000000000e+000 
2.3350000000000000e+000 3.7534559121103382e+002 5.5582063454073705e+000 1.4165779125732456e+000 -3.4995766623905730e+001 6.9924037180559973e-001 2.4985716436567720e+000 0.0000000000000000e+000 
2.3374999999999999e+000 3.7590405184962071e+002 5.5241463351388376e+000 1.4079469661728865e+000 -3.5336401844228298e+001 6.9848562244691836e-001 2.4782427579950781e+000 0.0000000000000000e+000 
2.3399999999999999e+000 3.7646243442167173e+002 5.4901611137247670e+000 1.3993577897233251e+000 -3.5677187283325971e+001 6.9774840527761151e-001 2.4578023243373632e+000 0.0000000000000000e+000 
2.3424999999999998e+000 3.7702073895686220e+002 5.4562514909619466e+000 1.3908102446923465e+000 -3.6017806496705006e+001 6.9702734186002469e-001 2.4372422046938342e+000 0.0000000000000000e+000 
2.3450000000000002e+000 3.7757896548829785e+002 5.4224177858317262e+000 1.3823032435846585e+000 -3.6358118993103659e+001 6.9638964895054456e-001 2.4165370099717758e+000 0.0000000000000000e+000 
2.3475000000000001e+000 3.7813711413311847e+002 5.3886617140932600e+000 1.3738381913314299e+000 -3.6697617539778967e+001 6.9570757036086739e-001 2.3957344567711307e+000 0.0000000000000000e+000 
2.3500000000000001e+000 3.7869518493726878e+002 5.3549842381405597e+000 1.3654151392636322e+000 -3.7035978861435993e+001 6.9498434736914383e-001 2.3748316530869480e+000 0.0000000000000000e+000 
2.3525000000000000e+000 3.7925317787625431e+002 5.3213851897862554e+000 1.3570320326662113e+000 -3.7373365289728007e+001 6.9439767199261071e-001 2.3537588335418871e+000 0.0000000000000000e+000 
2.3550000000000000e+000 3.7981109299061859e+002 5.2878650965326131e+000 1.3486878708384609e+000 -3.7709890615881037e+001 6.9400723610250703e-001 2.3325213016879531e+000 0.0000000000000000e+000 
2.3574999999999999e+000 3.8036893035261562e+002 5.2544250376092378e+000 1.3403830437146951e+000 -3.8045158506984961e+001 6.9376760315341546e-001 2.3111314927365920e+000 0.0000000000000000e+000 
2.3599999999999999e+000 3.8092669004604880e+002 5.2210662834472856e+000 1.3321183741024925e+000 -3.8378327384219695e+001 6.9362093736395980e-001 2.2895671412534697e+000 0.0000000000000000e+000 
2.3624999999999998e+000 3.8148437217924459e+002 5.1877903076665888e+000 1.3238944531630068e+000 -3.8709290307034465e+001 6.9351065213611462e-001 2.2678798093784578e+000 0.0000000000000000e+000 
2.3650000000000002e+000 3.8204197677914397e+002 5.1545974713283016e+000 1.3157100992696655e+000 -3.9038041458140640e+001 6.9351488290933772e-001 2.2460669837705498e+000 0.0000000000000000e+000 
2.3675000000000002e+000 3.8259950388807829e+002 5.1214887946534589e+000 1.3075656411352554e+000 -3.9364152156138076e+001 6.9358143777642578e-001 2.2241389346717533e+000 0.0000000000000000e+000 
2.3700000000000001e+000 3.8315695361132555e+002 5.0884660542537148e+000 1.2994624507408616e+000 -3.9687222499292837e+001 6.9357789584019380e-001 2.2021387548788747e+000 0.0000000000000000e+000 
2.3725000000000001e+000 3.8371432596738259e+002 5.0555296160262202e+000 1.2913993185967456e+000 -4.0007432950653047e+001 6.9360352502498823e-001 2.1800564781165948e+000 0.0000000000000000e+000 
2.3750000000000000e+000 3.8427162094140704e+002 5.0226795786590230e+000 1.2833749027737440e+000 -4.0324829992382504e+001 6.9376094164354940e-001 2.1578585076851571e+000 0.0000000000000000e+000 
2.3774999999999999e+000 3.8482883854969236e+002 4.9899163999180303e+000 1.2753882856491998e+000 -4.0639556047044415e+001 6.9412653491908105e-001 2.1355318015449076e+000 0.0000000000000000e+000 
2.3799999999999999e+000 3.8538597886036945e+002 4.9572414192102485e+000 1.2674400507123096e+000 -4.0951428108465180e+001 6.9465751989146063e-001 2.1131021135931194e+000 0.0000000000000000e+000 
2.3824999999999998e+000 3.8594304191950488e+002 4.9246554772140314e+000 1.2595298937628741e+000 -4.1260526943488507e+001 6.9536776289920532e-001 2.0905848818982946e+000 0.0000000000000000e+000 
2.3849999999999998e+000 3.8650002780214709e+002 4.8921596135367480e+000 1.2516576879591526e+000 -4.1566970294023946e+001 6.9625874035700974e-001 2.0680169649190590e+000 0.0000000000000000e+000 
2.3875000000000002e+000 3.8705693657616916e+002 4.8597551200065823e+000 1.2438240753989476e+000 -4.1870483915691480e+001 6.9725953464086765e-001 2.0454174856103617e+000 0.0000000000000000e+000 
2.3900000000000001e+000 3.8761376824170645e+002 4.8274423832901903e+000 1.2360282570208767e+000 -4.2171119795092032e+001 6.9841355732426658e-001 2.0227662306691596e+000 0.0000000000000000e+000 
2.3925000000000001e+000 3.8817052283623707e+002 4.7952223341532516e+000 1.2282702713178537e+000 -4.2468757833928116e+001 6.9970310575121664e-001 2.0000773555715874e+000 0.0000000000000000e+000 
2.3950000000000000e+000 3.8872720042494240e+002 4.7630964958819533e+000 1.2205507488444312e+000 -4.2763340750755304e+001 7.0106842874851638e-001 1.9774125659384978e+000 0.0000000000000000e+000 
2.3975000000000000e+000 3.8928380109744865e+002 4.7310662685554234e+000 1.2128699396233174e+000 -4.3055023462263797e+001 7.0247012330102321e-001 1.9548453720647494e+000 0.0000000000000000e+000 
2.3999999999999999e+000 3.8984032488955370e+002 4.6991326846230663e+000 1.2052280329785958e+000 -4.3343637697909053e+001 7.0387536383444627e-001 1.9323894992598702e+000 0.0000000000000000e+000 
2.4024999999999999e+000 3.9039677179381061e+002 4.6672961399376902e+000 1.1976242349863639e+000 -4.3629271131005375e+001 7.0533327129304813e-001 1.9100327180663881e+000 0.0000000000000000e+000 
2.4049999999999998e+000 3.9095314185654684e+002 4.6355575814202012e+000 1.1900585284696206e+000 -4.3911890284937435e+001 7.0682242700504405e-001 1.8877921851459991e+000 0.0000000000000000e+000 
2.4075000000000002e+000 3.9150943514462000e+002 4.6039184478104147e+000 1.1825316285787721e+000 -4.4191253658030448e+001 7.0826208033603266e-001 1.8657110456510591e+000 0.0000000000000000e+000 
2.4100000000000001e+000 3.9206565166901692e+002 4.5723791848361373e+000 1.1750429216016016e+000 -4.4467861668927426e+001 7.0967686712894551e-001 1.8437774983964101e+000 0.0000000000000000e+000 
2.4125000000000001e+000 3.9262179142899345e+002 4.5409401242559539e+000 1.1675916513318896e+000 -4.4741774705637283e+001 7.1111632691511750e-001 1.8219569752917304e+000 0.0000000000000000e+000 
2.4150000000000000e+000 3.9317785444353535e+002 4.5096019977062554e+000 1.1601776629192386e+000 -4.5013019424947103e+001 7.1256405087393182e-001 1.8002390602113147e+000 0.0000000000000000e+000 
2.4175000000000000e+000 3.9373384074811054e+002 4.4783658431483815e+000 1.1528012396814233e+000 -4.5281481801301581e+001 7.1399112329311720e-001 1.7786299878578478e+000 0.0000000000000000e+000 
2.4199999999999999e+000 3.9428975033090910e+002 4.4472319365177526e+000 1.1454613346007534e+000 -4.5547445166291261e+001 7.1547966912411753e-001 1.7570852016408938e+000 0.0000000000000000e+000 
2.4224999999999999e+000 3.9484558319528014e+002 4.4162007186742471e+000 1.1381574732139370e+000 -4.5810860670271182e+001 7.1705935487696160e-001 1.7355806956852755e+000 0.0000000000000000e+000 
2.4249999999999998e+000 3.9540133939565999e+002 4.3852731681602961e+000 1.1308900123831620e+000 -4.6071450108440658e+001 7.1868207479462876e-001 1.7141320720305659e+000 0.0000000000000000e+000 
2.4275000000000002e+000 3.9595701896108170e+002 4.3544501406704939e+000 1.1236590985245130e+000 -4.6328957739491081e+001 7.2031928704054504e-001 1.6927402783440730e+000 0.0000000000000000e+000 
2.4300000000000002e+000 3.9651262192149619e+002 4.3237325351951768e+000 1.1164647566635040e+000 -4.6583257615265630e+001 7.2196547242737419e-001 1.6714029579577130e+000 0.0000000000000000e+000 
2.4325000000000001e+000 3.9706814835049806e+002 4.2931216345552912e+000 1.1093075024290897e+000 -4.6834116966019131e+001 7.2354847131982825e-001 1.6501590393809040e+000 0.0000000000000000e+000 
2.4350000000000001e+000 3.9762359826332221e+002 4.2626183836077445e+000 1.1021876437356468e+000 -4.7081157790836393e+001 7.2501461172154547e-001 1.6290057859192852e+000 0.0000000000000000e+000 
2.4375000000000000e+000 3.9817897170575799e+002 4.2322239786538347e+000 1.0951052039490321e+000 -4.7324540556219880e+001 7.2635192202972809e-001 1.6080040243796832e+000 0.0000000000000000e+000 
2.4399999999999999e+000 3.9873426870795043e+002 4.2019390308438034e+000 1.0880595958646211e+000 -4.7564488389386568e+001 7.2759430907814227e-001 1.5871867791274206e+000 0.0000000000000000e+000 
2.4424999999999999e+000 3.9928948921305403e+002 4.1717630079295702e+000 1.0810490319257724e+000 -4.7801270112924456e+001 7.2887149970093223e-001 1.5664619207676540e+000 0.0000000000000000e+000 
2.4449999999999998e+000 3.9984463321839053e+002 4.1416963127087172e+000 1.0740729662415731e+000 -4.8034889940783430e+001 7.3020966704426304e-001 1.5458069143688418e+000 0.0000000000000000e+000 
2.4474999999999998e+000 4.0039970074161749e+002 4.1117396840654123e+000 1.0671314559484415e+000 -4.8265148642251965e+001 7.3160253343689152e-001 1.5252166814425465e+000 0.0000000000000000e+000 
2.4500000000000002e+000 4.0095469189491308e+002 4.0818948213104278e+000 1.0602258469434105e+000 -4.8491503501057892e+001 7.3293318497909232e-001 1.5047550424812399e+000 0.0000000000000000e+000 
2.4525000000000001e+000 4.0150960673408207e+002 4.0521627839284520e+000 1.0533566790511202e+000 -4.8713597167519609e+001 7.3412997457350793e-001 1.4844495661381474e+000 0.0000000000000000e+000 
2.4550000000000001e+000 4.0206444524477718e+002 4.0225440637872651e+000 1.0465233598955876e+000 -4.8931565390105298e+001 7.3522691887755109e-001 1.4642882018729264e+000 0.0000000000000000e+000 
2.4575000000000000e+000 4.0261920753366820e+002 3.9930406080720786e+000 1.0397273994149714e+000 -4.9144824071995330e+001 7.3607315706010357e-001 1.4443458933697537e+000 0.0000000000000000e+000 
2.4600000000000000e+000 4.0317389364500690e+002 3.9636536686621469e+000 1.0329698109802337e+000 -4.9353176484704811e+001 7.3653328625645531e-001 1.4246526087945579e+000 0.0000000000000000e+000 
2.4624999999999999e+000 4.0372850358699975e+002 3.9343839344699632e+000 1.0262502851362854e+000 -4.9556844735129552e+001 7.3662149850270253e-001 1.4052362336686304e+000 0.0000000000000000e+000 
2.4649999999999999e+000 4.0428303735899271e+002 3.9052318876632484e+000 1.0195685019864698e+000 -4.9756122459420936e+001 7.3634751967049594e-001 1.3860712017778980e+000 0.0000000000000000e+000 
2.4674999999999998e+000 4.0483749498294810e+002 3.8761981228935554e+000 1.0129246748645926e+000 -4.9950787220693265e+001 7.3566736743540406e-001 1.3671250418589376e+000 0.0000000000000000e+000 
2.4700000000000002e+000 4.0539187648306552e+002 3.8472832302240363e+000 1.0063186608165609e+000 -5.0140957273662160e+001 7.3457375613816345e-001 1.3484071118726408e+000 0.0000000000000000e+000 
2.4725000000000001e+000 4.0594618184031310e+002 3.8184874903916892e+000 9.9974985119234816e-001 -5.0326939228445973e+001 7.3312182630091838e-001 1.3298992714522040e+000 0.0000000000000000e+000 
2.4750000000000001e+000 4.0650041109127608e+002 3.7898120368375743e+000 9.9321886697748596e-001 -5.0508509761366916e+001 7.3124877152991263e-001 1.3116267993572208e+000 0.0000000000000000e+000 
2.4775000000000000e+000 4.0705456422635797e+002 3.7612572363875216e+000 9.8672542734220769e-001 -5.0685749668844124e+001 7.2897470526744479e-001 1.2935563305735136e+000 0.0000000000000000e+000 
2.4800000000000000e+000 4.0760864121782868e+002 3.7328231611540446e+000 9.8026900551511176e-001 -5.0858744966589761e+001 7.2633830514648512e-001 1.2756415619171377e+000 0.0000000000000000e+000 
2.4824999999999999e+000 4.0816264206916816e+002 3.7045099014544860e+000 9.7384885525076470e-001 -5.1027786848249399e+001 7.2341269841207601e-001 1.2578675614290458e+000 0.0000000000000000e+000 
2.4849999999999999e+000 4.0871656675563287e+002 3.6763168538128923e+000 9.6746326698990970e-001 -5.1193601540188084e+001 7.2036437056689007e-001 1.2401765639376650e+000 0.0000000000000000e+000 
2.4874999999999998e+000 4.0927041527085703e+002 3.6482443604841990e+000 9.6111199526734481e-001 -5.1356189587597328e+001 7.1720501210333054e-001 1.2225571200179346e+000 0.0000000000000000e+000 
2.4900000000000002e+000 4.0982418765553376e+002 3.6202937366119556e+000 9.5479626109138849e-001 -5.1514806611654365e+001 7.1379886084735078e-001 1.2050404758340956e+000 0.0000000000000000e+000 
2.4925000000000002e+000 4.1037788392968559e+002 3.5924655756867736e+000 9.4851610016061727e-001 -5.1669421947616776e+001 7.1013213056871505e-001 1.1876264193589554e+000 0.0000000000000000e+000 
2.4950000000000001e+000 4.1093150408205639e+002 3.5647598619828358e+000 9.4227060740684010e-001 -5.1820518837635824e+001 7.0629730053867568e-001 1.1702900276052730e+000 0.0000000000000000e+000 
2.4975000000000001e+000 4.1148504809012547e+002 3.5371762747618902e+000 9.3605860314050915e-001 -5.1968564727149101e+001 7.0241716565500334e-001 1.1529891499242897e+000 0.0000000000000000e+000 
2.5000000000000000e+000 4.1203851594210346e+002 3.5097145758229829e+000 9.2987896712784845e-001 -5.2114024286870162e+001 6.9859966155855180e-001 1.1357027802958066e+000 0.0000000000000000e+000 
2.5024999999999999e+000 4.1259190765128488e+002 3.4823755318285805e+000 9.2373217793121398e-001 -5.2256507969792864e+001 6.9477667757126849e-001 1.1184438363003861e+000 0.0000000000000000e+000 
2.5049999999999999e+000 4.1314522317503389e+002 3.4551590577915192e+000 9.1761761812153964e-001 -5.2396126063607923e+001 6.9099144919747335e-001 1.1011739925128015e+000 0.0000000000000000e+000 
2.5074999999999998e+000 4.1369846248180511e+002 3.4280642410323594e+000 9.1153345240849148e-001 -5.2533654567981351e+001 6.8740371318128279e-001 1.0838289087464161e+000 0.0000000000000000e+000 
2.5099999999999998e+000 4.1425162555002470e+002 3.4010908027693034e+000 9.0547887960420326e-001 -5.2670020541771422e+001 6.8405861937633361e-001 1.0663804650967417e+000 0.0000000000000000e+000 
2.5125000000000002e+000 4.1480471230473574e+002 3.3742384937537793e+000 8.9945275319098528e-001 -5.2805612604546383e+001 6.8106368399915396e-001 1.0487791442157999e+000 0.0000000000000000e+000 
2.5150000000000001e+000 4.1535772268059748e+002 3.3475068422666396e+000 8.9345370045691652e-001 -5.2941085869327374e+001 6.7851576608339725e-001 1.0309580689767377e+000 0.0000000000000000e+000 
2.5175000000000001e+000 4.1591065672225591e+002 3.3208965091420026e+000 8.8748192559603467e-001 -5.3076379730636120e+001 6.7638152290618281e-001 1.0129479161134498e+000 0.0000000000000000e+000 
2.5200000000000000e+000 4.1646351437916815e+002 3.2944069950543735e+000 8.8153588221004497e-001 -5.3212100704103548e+001 6.7477336332230442e-001 9.9471074954965977e-001 0.0000000000000000e+000 
2.5225000000000000e+000 4.1701629559139633e+002 3.2680378544383615e+000 8.7561386089740267e-001 -5.3348981191308262e+001 6.7380026673950466e-001 9.7623362223258192e-001 0.0000000000000000e+000 
2.5249999999999999e+000 4.1756900036306382e+002 3.2417895303951241e+000 8.6971582328607155e-001 -5.3486792348980075e+001 6.7343524984362602e-001 9.5754479880824406e-001 0.0000000000000000e+000 
2.5274999999999999e+000 4.1812162873470265e+002 3.2156627074237178e+000 8.6384224646647567e-001 -5.3625009191489909e+001 6.7360781346465015e-001 9.3865627584861200e-001 0.0000000000000000e+000 
2.5299999999999998e+000 4.1867418076714591e+002 3.1896586663374222e+000 8.5799421590178326e-001 -5.3762927022248959e+001 6.7419452981078831e-001 9.1961267375533218e-001 0.0000000000000000e+000 
2.5325000000000002e+000 4.1922665647612024e+002 3.1637782966671040e+000 8.5217199286651635e-001 -5.3900216219741957e+001 6.7515510640926424e-001 9.0045969794454661e-001 0.0000000000000000e+000 
2.5350000000000001e+000 4.1977905590280432e+002 3.1380225618116668e+000 8.4637583562488317e-001 -5.4036632674207191e+001 6.7642625463232309e-001 8.8125105947242532e-001 0.0000000000000000e+000 
2.5375000000000001e+000 4.2033137907947253e+002 3.1123923436834531e+000 8.4060598060744951e-001 -5.4171871276788572e+001 6.7796027349984012e-001 8.6202817886282546e-001 0.0000000000000000e+000 
2.5400000000000000e+000 4.2088362596559648e+002 3.0868873364150602e+000 8.3486146753250523e-001 -5.4305928478072865e+001 6.7980643996190848e-001 8.4274151492260163e-001 0.0000000000000000e+000 
2.5425000000000000e+000 4.2143579653990514e+002 3.0615073746511143e+000 8.2914156702639730e-001 -5.4438670810602019e+001 6.8199570767425599e-001 8.2335576171105940e-001 0.0000000000000000e+000 
2.5449999999999999e+000 4.2198789085979365e+002 3.0362538884470212e+000 8.2344719814395262e-001 -5.4569541274731698e+001 6.8443163174853716e-001 8.0395929152652046e-001 0.0000000000000000e+000 
2.5474999999999999e+000 4.2253990900667799e+002 3.0111285450001759e+000 8.1777962045904928e-001 -5.4697861717497140e+001 6.8698100391766348e-001 7.8464643146008539e-001 0.0000000000000000e+000 
2.5499999999999998e+000 4.2309185098642286e+002 2.9861318734100593e+000 8.1213867993886879e-001 -5.4823522843511029e+001 6.8962356340227016e-001 7.6544073446340766e-001 0.0000000000000000e+000 
2.5525000000000002e+000 4.2364371682933034e+002 2.9612647611405123e+000 8.0652477930451028e-001 -5.4946174163328159e+001 6.9229675047196026e-001 7.4639568830168135e-001 0.0000000000000000e+000 
2.5550000000000002e+000 4.2419550652177583e+002 2.9365278086801396e+000 8.0093819969042102e-001 -5.5065476378197090e+001 6.9492813410419929e-001 7.2756738792849129e-001 0.0000000000000000e+000 
2.5575000000000001e+000 4.2474722002378184e+002 2.9119208501619624e+000 7.9537812982223954e-001 -5.5181584859512213e+001 6.9756655499801590e-001 7.0893315698094017e-001 0.0000000000000000e+000 
2.5600000000000001e+000 4.2529885733321657e+002 2.8874441659194332e+000 7.8984438531972501e-001 -5.5294602782266978e+001 7.0020514217377239e-001 6.9050116987674670e-001 0.0000000000000000e+000 
2.5625000000000000e+000 4.2585041847490027e+002 2.8630987643128947e+000 7.8433770043034201e-001 -5.5404123088137595e+001 7.0275210958668910e-001 6.7233326301743379e-001 0.0000000000000000e+000 
2.5649999999999999e+000 4.2640190338474434e+002 2.8388842439213846e+000 7.7885715539918010e-001 -5.5510436830900787e+001 7.0526139417261080e-001 6.5437310325751208e-001 0.0000000000000000e+000 
2.5674999999999999e+000 4.2695331199389739e+002 2.8147999156155521e+000 7.7340149778353862e-001 -5.5613876120946898e+001 7.0784530947871960e-001 6.3653360046142748e-001 0.0000000000000000e+000 
2.5699999999999998e+000 4.2750464428271675e+002 2.7908459434376027e+000 7.6797071508019599e-001 -5.5714218268426208e+001 7.1049781853204308e-001 6.1880006277990118e-001 0.0000000000000000e+000 
2.5724999999999998e+000 4.2805590020749173e+002 2.7670222160837312e+000 7.6256425330947764e-001 -5.5811615541232257e+001 7.1324640041639675e-001 6.0115896395476609e-001 0.0000000000000000e+000 
2.5750000000000002e+000 4.2860707980726909e+002 2.7433300637892586e+000 7.5718317212533748e-001 -5.5905636514979193e+001 7.1598159419697716e-001 5.8369622893727924e-001 0.0000000000000000e+000 
2.5775000000000001e+000 4.2915818311807101e+002 2.7197704598799675e+000 7.5182816660210960e-001 -5.5995924350996027e+001 7.1862791235052925e-001 5.6648590992210401e-001 0.0000000000000000e+000 
2.5800000000000001e+000 4.2970921009765067e+002 2.6963432018965960e+000 7.4649892464412915e-001 -5.6082376999245398e+001 7.2118658321268736e-001 5.4949937839900653e-001 0.0000000000000000e+000 
2.5825000000000000e+000 4.3026016069787693e+002 2.6730480460309565e+000 7.4119512950983335e-001 -5.6164910936095254e+001 7.2367120278829755e-001 5.3268625864803454e-001 0.0000000000000000e+000 
2.5850000000000000e+000 4.3081103488546660e+002 2.6498845603908592e+000 7.3591595210666583e-001 -5.6243756809546710e+001 7.2614535156794691e-001 5.1600741889402257e-001 0.0000000000000000e+000 
2.5874999999999999e+000 4.3136183263425829e+002 2.6268523434997348e+000 7.3066081905503211e-001 -5.6318925083091408e+001 7.2864300462164400e-001 4.9944109203309872e-001 0.0000000000000000e+000 
2.5899999999999999e+000 4.3191255395232201e+002 2.6039517357395994e+000 7.2542989548770720e-001 -5.6390276563888747e+001 7.3113081428536941e-001 4.8301107337164045e-001 0.0000000000000000e+000 
2.5924999999999998e+000 4.3246319886391211e+002 2.5811836698630657e+000 7.2022371817334374e-001 -5.6457736787780313e+001 7.3355578236130192e-001 4.6676706094145892e-001 0.0000000000000000e+000 
2.5950000000000002e+000 4.3301376732654217e+002 2.5585477194054675e+000 7.1504153189343356e-001 -5.6521595854488702e+001 7.3597892012175414e-001 4.5066195106717816e-001 0.0000000000000000e+000 
2.5975000000000001e+000 4.3356425934733312e+002 2.5360443101973260e+000 7.0988368229734533e-001 -5.6581681509590673e+001 7.3834469214435072e-001 4.3473215198504789e-001 0.0000000000000000e+000 
2.6000000000000001e+000 4.3411467494460817e+002 2.5136744938481712e+000 7.0475106573573498e-001 -5.6637651256945972e+001 7.4056965350567117e-001 4.1906001324914227e-001 0.0000000000000000e+000 
2.6025000000000000e+000 4.3466501412768491e+002 2.4914389992573263e+000 6.9964463183492853e-001 -5.6689006933304469e+001 7.4255300965725934e-001 4.0368350076237747e-001 0.0000000000000000e+000 
2.6050000000000000e+000 4.3521527690548697e+002 2.4693381774964962e+000 6.9456477360438384e-001 -5.6735567298773638e+001 7.4424403859668375e-001 3.8861472769774158e-001 0.0000000000000000e+000 
2.6074999999999999e+000 4.3576546324072478e+002 2.4473718332925216e+000 6.8951129353754936e-001 -5.6777171910039193e+001 7.4563803795585304e-001 3.7380724786976860e-001 0.0000000000000000e+000 
2.6099999999999999e+000 4.3631557312944852e+002 2.4255402489780664e+000 6.8448468998849421e-001 -5.6813622474036322e+001 7.4667258683975923e-001 3.5924611924627642e-001 0.0000000000000000e+000 
2.6124999999999998e+000 4.3686560657130161e+002 2.4038440015328035e+000 6.7948561424412901e-001 -5.6844638815084700e+001 7.4727420399268285e-001 3.4493996137490890e-001 0.0000000000000000e+000 
2.6150000000000002e+000 4.3741556358137882e+002 2.3822832962184748e+000 6.7451412050758108e-001 -5.6870441344844465e+001 7.4743781175971935e-001 3.3089449171485452e-001 0.0000000000000000e+000 
2.6175000000000002e+000 4.3796544411900857e+002 2.3608570715969250e+000 6.6956882108965488e-001 -5.6891965945529890e+001 7.4733374839189315e-001 3.1702880611251999e-001 0.0000000000000000e+000 
2.6200000000000001e+000 4.3851524817252766e+002 2.3395649864304602e+000 6.6464899585719195e-001 -5.6909856055570643e+001 7.4706459950689885e-001 3.0333198928349975e-001 0.0000000000000000e+000 
2.6225000000000001e+000 4.3906497574547961e+002 2.3184065936195282e+000 6.5975399104416965e-001 -5.6924645367428312e+001 7.4671023569800776e-001 2.8978752053416545e-001 0.0000000000000000e+000 
2.6250000000000000e+000 4.3961462680921591e+002 2.2973817148372291e+000 6.5488379275649322e-001 -5.6936334483089411e+001 7.4628038107785666e-001 2.7636433065891919e-001 0.0000000000000000e+000 
2.6274999999999999e+000 4.4016420137346068e+002 2.2764910606974667e+000 6.5003900168574091e-001 -5.6944883153218818e+001 7.4571947857816590e-001 2.6311237260323750e-001 0.0000000000000000e+000 
2.6299999999999999e+000 4.4071369940831767e+002 2.2557335021634941e+000 6.4521826924757875e-001 -5.6951179029910342e+001 7.4517370679246020e-001 2.4997631071119902e-001 0.0000000000000000e+000 
2.6324999999999998e+000 4.4126312088213024e+002 2.2351083911496374e+000 6.4042074345516653e-001 -5.6955770498882302e+001 7.4472285988375686e-001 2.3690363823172123e-001 0.0000000000000000e+000 
2.6349999999999998e+000 4.4181246583254836e+002 2.2146168570839251e+000 6.3564785741516516e-001 -5.6958024410121077e+001 7.4421719757233995e-001 2.2398101872628798e-001 0.0000000000000000e+000 
2.6375000000000002e+000 4.4236173422586739e+002 2.1942578613092252e+000 6.3089884002542362e-001 -5.6958162324766519e+001 7.4371477078101678e-001 2.1113238369467202e-001 0.0000000000000000e+000 
2.6400000000000001e+000 4.4291092599767910e+002 2.1740298108076246e+000 6.2617180038327547e-001 -5.6957036503785190e+001 7.4339804467407999e-001 1.9823666247794258e-001 0.0000000000000000e+000 
2.6425000000000001e+000 4.4346004116348479e+002 2.1539328765036316e+000 6.2146700629719476e-001 -5.6954509721891121e+001 7.4324086342542661e-001 1.8532125168009461e-001 0.0000000000000000e+000 
2.6450000000000000e+000 4.4400907971041005e+002 2.1339669076523222e+000 6.1678428184305290e-001 -5.6950700491835768e+001 7.4326548862765740e-001 1.7237541130351805e-001 0.0000000000000000e+000 
